match_id,start_time,duration,leagueid,game_mode,radiant_score,dire_score,radiant_team_complete,dire_team_complete
5397491284,1588649289,1717,11792,2,29,11,0,1
5397466358,1588647510,2662,11966,2,14,25,0,1
5397448596,1588646429,2110,11263,2,33,32,1,0
5396903693,1588616292,2937,11831,2,20,39,0,1
5396780792,1588611755,2639,11831,2,26,47,1,0
5396723570,1588609813,1369,11829,2,28,4,1,0
5396632616,1588607136,2939,11831,2,23,22,1,0
5396553207,1588604702,2671,11829,2,39,19,1,
5396537436,1588604534,1646,11836,2,40,16,1,1
5396496240,1588603159,1906,11966,2,17,22,1,0
5396441960,1588601881,2507,11831,2,38,21,1,1
5396432028,1588601596,1820,11829,2,10,31,1,0
5396427065,1588601308,1896,11836,2,28,13,1,1
5396394938,1588600384,1508,11947,2,30,13,0,0
5396378343,1588599921,2184,11966,2,26,15,0,1
5396348908,1588599102,2001,11898,2,46,14,1,1
5396339078,1588598830,1713,11975,2,15,12,1,0
5396326943,1588598486,2057,11829,2,28,22,1,0
5396320618,1588598666,1495,11831,2,6,36,1,1
5396287769,1588597634,1514,11947,2,6,31,0,0
5396287753,1588597372,2802,11836,2,38,32,1,1
5396287269,1588597359,986,11382,2,12,20,0,0
5396273392,1588597010,1490,11966,2,25,11,1,0
5396231804,1588595832,2930,11953,2,31,43,0,0
5396219936,1588595532,989,11382,2,28,22,0,0
5396217775,1588595444,2063,11898,2,23,7,1,1
5396194748,1588594791,2297,11829,2,16,19,0,1
5396171414,1588593921,3392,11975,2,46,20,1,0
5396166548,1588593756,2715,11099,2,37,20,0,0
5396163051,1588593635,1914,11828,2,43,14,0,0
5396147553,1588593100,1391,11382,2,24,37,0,0
5396144940,1588593167,2201,11831,2,50,15,1,0
5396133342,1588592819,1628,11953,2,24,13,0,0
5396081457,1588590674,1612,11382,2,43,41,0,0
5396073344,1588590359,2522,11792,2,21,38,1,0
5396068460,1588590258,2089,11099,2,14,50,0,0
5396065457,1588590047,3881,11898,2,29,26,1,1
5396065018,1588590235,1675,11975,2,11,41,1,0
5396061787,1588589959,1777,11831,2,29,10,1,0
5396048396,1588589358,1881,11953,2,13,23,0,1
5396038202,1588588938,3486,11829,2,29,41,1,0
5396033387,1588589301,2624,11828,2,34,49,0,0
5396015767,1588588021,1809,11382,2,28,38,0,0
5396001071,1588587391,1609,11975,2,23,6,1,
5395980278,1588586605,968,11829,2,17,1,1,0
5395976841,1588586377,2205,11792,2,25,15,0,1
5395941251,1588584866,1505,11382,2,32,19,0,0
5395932418,1588585061,2770,11953,2,34,24,1,0
5395918069,1588583894,3330,11828,2,35,49,1,1
5395905770,1588583381,2685,11975,2,25,16,0,1
5395876433,1588582193,1600,11382,2,19,22,0,0
5395873138,1588582030,1975,11099,2,15,42,1,0
5395843399,1588580759,2346,11263,2,34,37,1,0
5395830977,1588580220,1794,11953,2,11,34,1,0
5395806665,1588579409,3371,11828,2,48,46,1,1
5395804309,1588579530,1553,11975,2,14,32,1,1
5395803327,1588579186,1752,11099,2,46,23,0,1
5395775037,1588577745,1908,11263,2,29,34,1,0
5395755749,1588576853,2086,11792,2,35,20,1,0
5395744016,1588577102,1680,11953,2,19,6,1,0
5395740494,1588576151,1558,11975,2,13,33,1,1
5395734533,1588575875,2528,11966,2,30,29,0,0
5395713898,1588574899,1703,11263,2,32,14,0,1
5395679285,1588573268,1681,11966,2,8,31,0,0
5395676672,1588573055,1119,11953,2,7,29,0,0
5395663012,1588572919,2056,11792,2,16,48,0,1
5395658236,1588572431,1954,11975,2,11,21,1,1
5395619602,1588570112,1526,11263,2,8,31,1,1
5395608538,1588569517,1885,11966,2,29,12,0,0
5395585165,1588568517,2385,11953,2,16,31,0,0
5395561001,1588566846,2125,11263,2,34,20,1,1
5395547661,1588566057,2145,11966,2,41,26,0,0
5395541052,1588565666,805,11792,2,8,27,1,1
5395496203,1588562969,2245,11263,2,31,31,1,1
5395480967,1588562085,2811,11966,2,29,21,0,0
5395478834,1588561972,2523,11792,2,27,18,1,1
5395450543,1588560210,1672,11263,2,20,23,1,1
5395281804,1588548564,1589,11921,2,13,35,0,0
5395223249,1588545114,1814,11921,2,12,46,0,0
5395138070,1588540086,3379,11921,2,48,46,0,0
5395047168,1588536371,2388,11921,2,31,18,0,0
5394995688,1588534193,1976,11831,2,17,30,0,1
5394906762,1588530935,1922,11831,2,12,33,0,1
5394800724,1588527233,3017,11478,2,50,49,0,0
5394785696,1588526735,1905,11831,2,21,20,1,0
5394765913,1588526234,2126,11947,2,32,27,0,0
5394728688,1588525142,1776,11836,2,33,18,1,0
5394704931,1588524182,1922,11478,2,32,26,0,0
5394679663,1588523431,1848,11831,2,11,26,0,1
5394637040,1588522074,2629,10219,2,31,49,,
5394636582,1588522105,2620,11947,2,43,42,0,0
5394603872,1588521097,1837,11478,2,33,23,0,0
5394603535,1588521276,1901,11836,2,19,43,0,1
5394544343,1588519363,1698,10219,2,38,14,0,0
5394533495,1588519208,1748,11831,2,9,14,1,1
5394483368,1588517690,1516,11478,2,14,36,0,0
5394481759,1588517943,1602,11836,2,19,13,0,1
5394419936,1588516111,1617,11831,2,9,26,1,1
5394413887,1588515874,1586,11478,2,35,17,0,1
5394376080,1588514824,3357,10219,2,51,40,0,0
5394356268,1588514723,1418,11836,2,21,9,0,1
5394356017,1588514432,1756,11947,2,24,39,1,0
5394307799,1588513001,1024,11478,2,6,21,0,0
5394304332,1588512859,2184,11975,2,39,20,1,0
5394297704,1588512710,1977,11478,2,44,21,0,0
5394276906,1588512160,1475,11478,2,19,28,0,1
5394266585,1588511800,2495,11953,2,27,17,0,1
5394243649,1588511431,2635,11831,2,17,21,1,1
5394242301,1588512072,2136,11478,2,31,29,0,0
5394226905,1588510776,2029,11947,2,39,13,0,1
5394223872,1588510839,2346,11836,2,36,16,0,1
5394164843,1588508828,2034,11478,2,25,41,1,0
5394159570,1588508669,1108,11382,2,20,18,0,0
5394155660,1588508586,3394,11478,2,0,0,1,0
5394145163,1588508237,1431,11831,1,6,35,1,0
5394145003,1588508262,1591,11478,2,46,9,0,0
5394141453,1588508164,1592,11478,2,30,11,0,0
5394128247,1588508053,3389,11975,2,17,37,0,1
5394123985,1588507704,3163,11478,2,48,47,0,0
5394122457,1588507890,2634,11953,2,29,47,0,1
5394117911,1588507532,2352,11478,2,26,46,0,1
5394116564,1588507528,843,11478,2,27,2,0,0
5394101298,1588507286,3402,11831,2,0,0,1,0
5394092338,1588506652,2009,11966,2,47,22,,1
5394086469,1588506471,1270,11382,2,19,50,0,0
5394072936,1588505969,2182,11370,2,14,19,1,1
5394020542,1588504028,1356,11382,2,31,14,0,0
5394017391,1588503980,1243,11966,2,30,10,1,0
5394006768,1588503781,1878,11831,2,42,19,0,1
5394004238,1588503396,1871,11953,2,29,17,0,1
5393992860,1588503068,2559,11975,2,15,28,0,1
5393984796,1588503577,1047,11370,2,2,17,1,1
5393966053,1588501917,2405,11792,2,27,56,1,0
5393953623,1588501625,1415,11382,2,11,25,0,0
5393910770,1588499703,1399,11966,2,18,33,0,0
5393904235,1588499439,2173,11975,2,33,13,,1
5393890087,1588499120,3158,11953,2,43,28,0,1
5393885417,1588498672,1708,11792,2,32,4,0,1
5393872642,1588498155,1696,11382,2,31,38,0,0
5393871503,1588498109,3853,11792,2,0,0,0,1
5393860404,1588497659,3170,11792,2,0,0,1,0
5393857755,1588497804,1006,11966,2,19,6,0,0
5393827648,1588496241,1563,11370,2,33,16,1,0
5393796640,1588495091,2707,11975,2,34,22,1,0
5393795358,1588494966,2218,11953,2,34,20,1,0
5393792472,1588495024,1851,11382,2,31,32,0,0
5393757766,1588493445,1626,11966,1,31,8,1,0
5393752301,1588493222,1588,11370,2,31,9,0,0
5393730639,1588492303,1311,11263,2,23,18,1,0
5393688803,1588490414,1675,11792,2,17,29,1,1
5393687395,1588491233,2345,11953,2,35,19,1,0
5393680613,1588490068,1400,11263,2,23,28,0,1
5393668767,1588489562,2195,11975,2,21,27,1,1
5393664147,1588489433,1878,11966,2,35,7,0,1
5393602221,1588486621,681,11966,2,20,5,0,0
5393599869,1588486655,2329,11792,2,11,25,1,1
5393583426,1588485769,1767,11953,2,31,24,1,0
5393561948,1588484743,1585,11263,2,20,32,1,1
5393529703,1588483236,1971,11966,2,29,36,0,0
5393507479,1588482121,2508,11953,2,41,32,0,1
5393502250,1588481764,2196,11792,2,21,19,0,0
5393496337,1588481454,2169,11263,2,26,30,1,1
5393446408,1588478734,2389,11966,2,43,38,0,1
5393420294,1588477203,1988,11263,2,22,31,1,1
5393402310,1588476647,2796,11792,2,33,26,0,0
5393392461,1588475562,2301,11966,2,32,47,1,0
5393367031,1588473819,1992,11263,2,29,24,1,1
5393338399,1588472079,1827,11921,2,36,25,0,1
5393286221,1588468215,2546,11921,2,13,40,0,1
5393239638,1588464870,1772,11921,2,31,19,0,1
5393166494,1588459859,2060,11921,2,19,38,1,1
5393131272,1588458088,1706,11831,2,15,27,0,1
5393094266,1588456007,2155,11947,2,15,28,1,0
5393067673,1588454756,3315,11921,2,30,50,1,1
5393046787,1588453674,2912,11831,2,24,51,0,1
5393014613,1588452277,2502,11947,2,17,38,0,1
5392975718,1588450665,2093,11921,2,16,39,0,0
5392916719,1588448379,1999,11947,2,41,21,0,1
5392847674,1588446324,2663,11921,2,18,42,0,0
5392836359,1588445495,1371,11947,2,12,28,0,0
5392828652,1588445440,1759,11831,2,36,13,0,1
5392775547,1588443233,3330,11829,2,29,44,1,1
5392725411,1588442329,1490,11831,2,21,6,0,1
5392723899,1588441647,2406,11947,2,35,18,0,0
5392681951,1588440240,1895,11829,2,36,25,1,0
5392618545,1588438290,1760,11831,2,24,34,0,1
5392581451,1588437081,2898,11947,2,26,30,0,0
5392580100,1588437262,3279,11836,2,31,30,1,0
5392497012,1588434653,2022,11831,2,12,53,0,1
5392453931,1588433718,2022,11836,2,40,18,1,0
5392447178,1588433187,1899,11928,2,13,37,0,0
5392364135,1588430943,1725,11975,2,28,12,1,1
5392355050,1588430901,1945,11831,2,11,46,1,0
5392302502,1588429305,1794,11928,2,21,30,0,0
5392240399,1588427525,1864,11975,2,15,38,1,1
5392234159,1588427691,864,11836,2,21,2,1,0
5392210632,1588426707,1636,11382,2,41,40,0,0
5392205117,1588426556,2559,11370,2,31,20,1,1
5392163181,1588425383,2079,11828,2,10,23,0,0
5392155703,1588425169,980,11382,2,16,39,0,0
5392137695,1588424656,2253,11928,2,46,23,0,0
5392133630,1588424669,1502,11836,2,8,28,0,1
5392124600,1588424275,1455,11953,2,25,7,1,0
5392118014,1588424251,3624,11831,2,37,16,1,1
5392095063,1588423475,2094,11370,2,19,10,1,1
5392085546,1588423112,2797,11975,2,27,15,1,1
5392074573,1588422878,1855,11829,2,44,20,1,0
5392056440,1588422250,1743,11382,2,35,36,0,0
5392054908,1588422404,1619,11828,2,35,5,0,0
5392010291,1588420923,2047,11831,2,8,28,1,1
5392008315,1588420653,2618,11966,2,27,38,,
5392001328,1588420423,1867,11898,2,42,19,1,0
5391999016,1588420555,2113,11953,2,27,14,1,0
5391972588,1588419408,1510,11382,2,25,24,0,0
5391964000,1588419094,2144,11829,2,59,17,1,0
5391962383,1588419132,1976,11975,2,10,21,1,1
5391937214,1588418166,1341,11966,2,34,13,0,0
5391928910,1588417784,1353,11898,2,29,8,1,0
5391917019,1588417339,3234,11828,2,63,38,0,1
5391903224,1588416833,1616,11382,2,22,39,0,0
5391893095,1588417105,2181,11831,2,16,37,1,1
5391892309,1588416374,1883,11953,2,18,46,0,0
5391852929,1588414801,2819,11975,2,26,25,1,1
5391836655,1588414157,2332,11792,2,32,20,1,0
5391834880,1588414107,3758,11829,2,53,39,0,0
5391830543,1588413982,1518,11828,2,26,11,0,1
5391830268,1588413897,1824,11966,2,15,37,0,0
5391821474,1588413533,1475,11382,2,29,17,0,0
5391780311,1588411973,2147,11370,2,16,35,1,0
5391776503,1588412067,2121,11953,2,26,19,0,0
5391774177,1588411618,1281,11382,2,19,25,0,0
5391751578,1588410859,2313,11975,2,30,15,1,1
5391733931,1588410505,2178,11792,2,22,25,0,1
5391723622,1588409616,2551,11828,2,43,30,1,1
5391715161,1588409281,1555,11370,2,21,10,1,0
5391704599,1588408923,2011,11382,2,36,38,0,0
5391673523,1588407628,1587,11953,2,10,20,1,0
5391650596,1588406762,2154,11975,2,20,38,1,1
5391639110,1588406410,1756,11828,2,47,13,1,1
5391635812,1588406637,1641,11370,2,5,21,1,0
5391624742,1588405633,1247,11792,2,31,6,1,0
5391616488,1588405290,1343,11263,2,23,17,1,1
5391567280,1588403214,1695,11975,2,10,22,1,1
5391562528,1588403059,2388,11966,2,10,27,1,0
5391555254,1588402916,3081,11953,2,40,23,1,0
5391547090,1588402346,2167,11263,2,28,33,1,1
5391529229,1588401815,1817,11792,2,9,17,0,1
5391483546,1588399883,1752,11975,2,17,28,1,1
5391476043,1588399097,1610,11953,2,7,23,0,1
5391474785,1588399039,2856,11966,2,37,18,,
5391440317,1588397406,2013,11792,2,10,20,0,0
5391438191,1588397262,1816,11263,2,23,37,1,1
5391409478,1588395880,1812,11966,2,8,30,0,0
5391401035,1588395755,2101,11953,2,27,14,1,0
5391381202,1588394282,1739,11263,2,40,24,1,1
5391377646,1588394083,1760,11792,2,30,9,0,0
5391331722,1588391474,1795,11966,2,18,32,0,1
5391307297,1588390062,2114,11263,2,45,29,1,0
5391305646,1588390372,2224,11792,2,20,10,0,0
5391274405,1588388180,1527,11966,2,16,6,1,0
5391257976,1588387192,1877,11263,2,21,36,0,1
5391200773,1588383572,2331,11921,2,24,55,0,0
5391142426,1588379514,2421,11889,2,20,45,0,1
5391141070,1588379509,2052,11921,2,52,22,0,0
5391085554,1588375273,2203,11889,2,9,35,0,1
5391081775,1588374999,1273,11921,2,5,31,0,1
5391044313,1588372369,913,11889,2,22,11,1,1
5391015044,1588370721,2599,11921,2,23,34,0,1
5390950797,1588367680,1599,11921,2,18,33,0,0
5390946229,1588367545,3400,11889,2,36,35,1,1
5390938923,1588367354,2409,11831,2,36,19,0,1
5390892356,1588364997,2656,11829,2,25,47,1,0
5390851844,1588363479,2401,11921,2,23,25,0,1
5390830364,1588362493,2799,11831,2,30,40,0,1
5390802884,1588361291,2412,11829,2,29,17,,1
5390728554,1588358874,1957,11831,2,10,34,1,0
5390684393,1588356941,2935,11829,2,29,33,0,1
5390662825,1588356108,2439,11864,2,39,40,1,1
5390589658,1588353689,1416,11947,2,13,24,0,0
5390578531,1588353494,2265,11831,2,12,54,0,1
5390555265,1588352487,2331,11864,2,36,24,1,1
5390533122,1588351723,2459,11829,2,20,31,0,1
5390494362,1588350669,1506,11947,2,32,10,0,0
5390454813,1588349672,1976,11831,2,18,44,0,1
5390436825,1588348854,1703,11829,2,8,25,1,0
5390333574,1588345925,2131,11947,2,9,24,1,1
5390328162,1588345818,1476,11831,2,20,11,0,1
5390215441,1588342644,1634,11829,2,24,12,1,1
5390212298,1588342906,1813,11947,2,10,38,1,1
5390204666,1588342722,1393,11831,2,24,11,1,0
5390178600,1588341828,2996,11836,2,38,38,0,0
5390160914,1588341615,3482,11898,2,25,38,1,1
5390066897,1588338735,2350,11831,2,29,21,0,1
5390064826,1588338636,2505,11829,2,25,38,1,1
5390051040,1588338363,2447,11947,2,20,27,1,1
5390036555,1588338023,1989,11836,2,14,24,0,0
5390036381,1588337725,986,11382,2,43,18,0,0
5389977263,1588335969,4062,11898,2,49,57,1,1
5389969556,1588335761,1254,11382,2,25,42,0,0
5389953875,1588335299,1723,11947,2,26,16,1,0
5389915157,1588334252,1887,11831,2,48,15,1,0
5389903991,1588333749,1540,11792,2,9,21,1,1
5389892448,1588333206,1431,11382,2,33,22,0,0
5389886024,1588332986,3633,11828,2,31,50,1,0
5389857801,1588331995,2517,11898,2,20,15,1,1
5389846447,1588331573,3119,11829,2,43,38,0,1
5389826572,1588331264,2718,11947,2,15,53,0,1
5389822991,1588330679,1461,11382,2,30,27,0,0
5389817459,1588330986,1630,11831,2,26,14,1,0
5389801828,1588329864,2120,11792,2,48,19,1,1
5389761847,1588328405,2272,11370,2,30,14,0,1
5389747840,1588327784,1103,11382,2,27,12,0,0
5389746330,1588327974,3383,11828,2,29,36,1,0
5389736389,1588327297,3200,11966,2,38,25,1,0
5389733570,1588327223,2490,11829,2,42,18,1,0
5389682067,1588325153,1327,11382,2,9,25,0,0
5389673402,1588325162,2164,11792,2,18,25,1,1
5389665656,1588324648,1759,11966,2,44,16,0,1
5389661284,1588324338,1842,11828,2,45,12,0,1
5389653118,1588324026,3145,11370,2,21,32,0,1
5389622119,1588322823,1590,11382,2,32,30,0,0
5389601540,1588321999,1825,11263,2,40,45,0,1
5389578899,1588321111,2377,11966,2,27,45,0,1
5389571953,1588320908,1940,11792,2,27,40,0,1
5389552411,1588320173,2748,11828,2,30,45,0,1
5389551327,1588320229,2494,11370,2,21,12,0,1
5389543970,1588319715,1346,11263,2,19,26,1,0
5389483419,1588317225,1978,11263,2,19,42,0,1
5389479297,1588317050,1828,11792,2,33,18,1,0
5389478422,1588317136,2890,11966,2,41,49,1,0
5389409751,1588313988,1429,11263,2,35,19,0,1
5389395890,1588313346,1545,11966,2,50,19,0,0
5389393555,1588313675,1674,11792,2,36,16,0,1
5389372070,1588312217,1308,11806,2,19,3,,0
5389349445,1588311107,1714,11263,2,23,41,1,0
5389314517,1588309461,1145,11806,2,4,16,0,0
5389291250,1588308081,1768,11263,2,30,26,1,0
5389270362,1588306924,1569,11966,2,12,22,0,1
5389246474,1588305548,1865,11792,2,26,19,0,1
5389240962,1588305229,1934,11263,2,29,30,1,0
5389203870,1588303126,2339,11966,2,19,28,1,0
5389190552,1588302646,1735,11792,2,6,24,1,0
5389175932,1588301679,2324,11263,2,44,27,0,1
5389169711,1588301307,2650,11913,2,20,49,1,1
5389107114,1588297253,2128,11913,2,18,35,1,1
5389065960,1588295436,2832,11921,2,35,30,0,1
5389060048,1588294053,1640,11913,2,34,14,1,1
5388985468,1588289128,2990,11913,2,34,39,1,1
5388984061,1588289031,2641,11921,2,41,27,1,0
5388934360,1588285837,1621,11831,2,32,12,0,0
5388921881,1588285255,1907,11921,2,13,20,0,1
5388911838,1588284538,2806,11913,2,33,36,1,1
5388846035,1588281184,2013,11921,2,32,26,0,1
5388773893,1588277889,3405,11913,2,31,36,0,1
5388773147,1588277857,1988,11921,2,26,27,1,0
5388748947,1588276874,3220,11831,2,45,8,1,1
5388669176,1588273622,2374,11913,2,21,36,0,1
5388668551,1588273684,2172,11921,2,22,15,1,0
5388652747,1588273387,2152,11831,2,11,30,1,1
5388585777,1588270522,2439,11829,2,38,43,1,1
5388537713,1588269112,2521,11831,2,24,25,1,1
5388517386,1588268150,2399,10592,2,42,30,0,0
5388517136,1588268182,1125,11829,2,24,3,1,1
5388450793,1588265999,896,11947,2,7,15,0,1
5388403687,1588264766,2131,11831,2,19,29,1,1
5388384014,1588263908,1277,11829,2,12,27,0,1
5388337706,1588262667,1979,11947,2,29,15,1,0
5388334238,1588262683,1629,11836,2,25,17,1,0
5388272446,1588261034,1808,11831,2,16,8,1,1
5388242532,1588259870,1350,11668,2,32,13,1,1
5388223046,1588259353,2412,11829,2,48,21,1,0
5388222178,1588259414,1585,11836,2,8,35,0,1
5388124313,1588256954,2523,11831,2,25,19,1,1
5388113743,1588256242,2562,11668,2,23,37,1,1
5388084523,1588255600,2058,11836,2,28,7,1,0
5388083259,1588255381,2402,11829,2,32,17,1,1
5388001195,1588252990,2270,11668,2,27,38,1,1
5387986163,1588252550,1659,11829,2,8,27,1,1
5387980388,1588252515,1609,11831,2,22,5,0,1
5387972256,1588252210,3452,11829,2,0,0,1,1
5387948666,1588251410,1955,11898,2,19,23,1,0
5387943131,1588251591,2501,11836,2,30,35,0,1
5387901941,1588249886,1976,11370,2,17,38,0,1
5387891286,1588249531,2208,11668,2,37,46,1,1
5387888205,1588249504,1447,11831,2,34,10,0,1
5387888054,1588249738,3370,11947,2,43,23,1,1
5387832444,1588247469,2354,11898,2,23,16,0,1
5387829132,1588247347,2160,11792,2,20,21,1,1
5387817431,1588247140,1587,11370,2,10,23,0,1
5387810967,1588246653,1736,11668,2,43,18,1,1
5387786444,1588245678,2427,11828,2,31,46,0,1
5387768815,1588245160,3145,11947,2,38,21,1,1
5387746647,1588244585,3303,11831,2,43,37,1,0
5387738880,1588243653,1913,11792,2,13,36,1,1
5387735980,1588243530,1545,11668,2,23,38,0,1
5387706127,1588242209,2202,11898,2,33,20,1,1
